DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5000	P5010	P5016	P5016S5	P5016S6	P5016S2	P5016S3	P5016S4	P5666	P8526	P5022	P5024	P5030	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU	LLAVEHOG	FEX_C
5009919	1	1	591	1	5	4						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	1	1		2	2		1	6	2672916.66666667	2672916.66666667	445486.111111111	0	50099191	1106.8420362029
5009920	1	1	591	1	1	1						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	2	2	1		2	2		2	1	800000	800000	800000	0	50099201	1336.97749823898
5009921	1	1	591	1	6	3						1	1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	1	1	2	1	2	1	1	1	1		2	1	1	1	4	7195833.33333333	7195833.33333333	1798958.33333333	0	50099211	1519.66106153464
5009922	1	1	591	1	6	4						1	1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	1	2	2	2	2	1	1	1	1		2	2		1	4	0	0	0	0	50099221	3093.67881200605
5009923	1	1	591	1	5	1						1	1	1	1	3	1	1	1		1	1	1	1		1			1	1	1	1	2	1	1	1	1	4	1		1	2		1	2	7533333.33333333	7533333.33333333	3766666.66666667	0	50099231	2177.76959125999
5009924	1	1	591	1	4	3						1	2	1	1	1	1	1	1			1	1			1			1	1	2	2	1	2	2	1	1	1	1		4	2		1	3	1018000	1018000	339333.333333333	0	50099241	2211.08148462556
5009925	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	2	1		1	2		1	4	0	0	0	0	50099251	4146.75497571921
5009926	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1	1	1	1		1			1	1	2	1	2	1	1	1	1	2	1		4	2		2	3	1360000	1360000	453333.333333333	0	50099261	2706.00085747936
5009927	1	1	591	1	3	2						1	1	1	1	1	1	1	1			1	1	1					1	1	1	2	2	2	2	1	1	4	1		2	2		1	3	1605083.33333333	1605083.33333333	535027.777777778	0	50099271	2575.37202047051
5009928	1	1	591	1	4	2						1	1	1	1	1	1	1	1		1	1	1	1	1	1			1	1	2	1	2	1	2	1	1	1	1		2	2		1	4	2695500	2695500	673875	0	50099281	3140.40613121315
5009929	1	1	591	1	6	3			1				1	1	1	2	1	1	1			1	1	1		1			1	1	1	1	1	2	2	1	1	1	1		2	2		1	3	1702000	1702000	567333.333333333	0	50099291	1830.9074432512
5009930	1	1	591	1	5	3				1	1		1	1	1	2	1	1	1		1	1	1						1	1	2	1	2	2	2	1	1	1	1		2	2		1	3	1166666.66666667	1166666.66666667	388888.888888889	0	50099301	2431.99971889633
5009931	1	1	591	1	2	1						1	1	1	1	1	1	1	2										2	1	2	2	2	2	2	1	1	1	1		2	2		1	4	1706166.66666667	1706166.66666667	426541.666666667	0	50099311	4027.84645574707
5009932	1	1	591	1	4	3						1	1	1	1	1	1	1	1			1		1					1	1	1	2	2	1	2	1	1	1	1		2	2		1	5	2992500	2992500	598500	0	50099321	3778.02584436493
5009933	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	2	1	2	1	2	2	1	1	1		2	2		1	3	900000	900000	300000	0	50099331	3712.34970198541
5009934	1	1	591	1	5	2						1	1	1	1	1	1	1	2										1	1	2	1	2	1	2	1	1	2	1		2	2		1	2	500000	500000	250000	0	50099341	1938.1488615783
5009935	1	1	591	1	5	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	2	1	2	2	2	1	1	1	1		2	2		1	3	2277300	2277300	759100	0	50099351	3606.17679919409
5009936	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	1	1		4	2		2	4	470000	470000	117500	0	50099361	4003.7792284046
5009937	1	1	591	1	8	7						1	1	1	1	2	1	1	1					1					1	1	1	1	1	2	2	1	1	1	1		2	2		1	12	4172500	4172500	347708.333333333	0	50099371	4942.45813910805
5009938	1	1	591	1	5	3			1				1	1	1	2	1	1	1		1	1	1	1		1			1	1	2	2	2	2	2	1	1	4	1		2	2		1	3	2569500	1700000	850000	869500	50099381	1784.93002374124
5009939	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1	1	1	1		1			1	1	2	2	1	1	2	1	1	1	1		1	2		1	3	1808000	1808000	602666.666666667	0	50099391	2706.00085747936
5009940	1	1	591	1	2	1			1				2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		1	2		2	2	600000	600000	300000	0	50099401	2451.77072984303
5009941	1	1	591	1	5	4						1	1	2	1	2	1	1	2										1	1	2	1	2	1	2	1	1	1	1		2	2		1	8	2866833.33333333	2866833.33333333	358354.166666667	0	50099411	3335.94272511163
5009942	1	1	591	1	5	3			1				1	1	1	2	1	1	1		1	1	1	1	1	1			1	1	1	1	2	1	2	1	1	1	1		2	2		1	5	2900000	2900000	580000	0	50099421	2358.07019393479
5009943	1	1	591	1	7	3						1	1	1	1	3	1	1	1		1	1	1	1		1			1	1	1	2	2	1	1	1	1	1	1		2	2		1	3	2816666.66666667	2816666.66666667	938888.888888889	0	50099431	1519.66106153464
5009944	1	1	591	1	4	3						1	1	1	1	1	1	1	1				1	1					1	1	1	2	2	2	2	1	1	1	1		2	2		1	4	1100000	1100000	275000	0	50099441	2686.22984653266
5009945	1	1	591	1	6	4						1	1	1	1	1	1	1	1		1	1	1	1		1			1	1	2	1	2	2	2	1	1	1	1		2	2		1	4	3016000	3016000	754000	0	50099451	2182.53245295176
5009946	1	1	591	1	5	3						1	1	1	1	2	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		1	3	5933333.33333333	5933333.33333333	1977777.77777778	0	50099461	2431.99971889633
5009947	1	1	591	1	4	2						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	1	1		4	2		1	2	2917000	2917000	1458500	0	50099471	3090.06240427101
5009948	1	1	591	1	7	5						1	1	1	1	3	1	1	1		1	1	1	1					1	1	1	1	2	1	2	1	1	2	1		2	2		1	5	2678333.33333333	2678333.33333333	535666.666666667	0	50099481	1519.66106153464
5009949	1	1	591	1	5	2						1	1	1	1	4	1	1	1		1	1	1						1	1	1	2	2	2	2	1	1	1	1		2	2		1	3	37366666.6666667	37366666.6666667	12455555.5555556	0	50099491	3487.26827922195
5009950	1	1	591	1	4	1						1	1	1	1	3	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	1		2	2		1	2	2416666.66666667	2416666.66666667	1208333.33333333	0	50099501	2177.76959125999
5009951	1	1	591	1	4	3						1	1	1	1	4	1	1	1		1	1	1	1					1	1	2	1	2	2	2	1	1	1	1		2	2		1	4	3000000	3000000	750000	0	50099511	4265.66349569135
5009952	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1	1	1	1					1	1	2	1	2	2	2	1	1	1	1		2	2		1	3	3566333.33333333	3566333.33333333	1188777.77777778	0	50099521	1784.93002374124
5009953	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1	1	1						1	1	1	1	2	2	2	1	1	1	1		2	2		1	4	1728000	1728000	432000	0	50099531	2228.50987246171
5009954	1	1	591	1	5	3						1	1	1	1	3	1	1	1		1	1	1						1	1	2	2	2	2	2	1	1	1	1		2	2		1	3	8466666.66666667	8466666.66666667	2822222.22222222	0	50099541	2192.37898921464
5009955	1	1	591	1	4	1						1	1	1	1	2	1	1	1		1	1	1						1	1	2	2	2	2	2	1	1	1	1		2	2		1	2	3604166.66666667	3604166.66666667	1802083.33333333	0	50099551	2177.76959125999
5009957	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	2	2	2	2	2	2	1	1	1	1		2	2		2	1	700000	700000	700000	0	50099571	248.846971779706
5009958	1	1	591	1	2	1						1	2	1	1	1	1	1	1		1	1	1	1					1	1	2	1	1	2	2	1	1	6	1		4	2		2	3	1600000	1600000	533333.333333333	0	50099581	467.308087448583
5009959	1	1	591	1	4	2			1				1	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	1	1	1	2	6	1		2	2		1	3	1750000	1750000	583333.333333333	0	50099591	396.45838298635
5009960	1	1	591	1	3	2						1	2	1	1	1	1	1	2										2	2	2	2	2	2	2	1	1	6	1		4	2		2	3	742000	742000	247333.333333333	0	50099601	434.745388925075
5009961	1	1	591	1	5	1						1	2	1	1	1	1	1	2										1	2	2	2	2	2	2	1	1	6	1		4	2		2	2	758333.333333333	758333.333333333	379166.666666667	0	50099611	304.306316772766
5009962	1	1	591	1	4	2			1				1	1	1	2	1	1	2										1	1	2	1	1	2	2	1	1	6	1		2	2		1	2	2600000	2600000	1300000	0	50099621	411.443549988212
5009964	1	1	591	1	2	1						1	1	1	1	1	2	1	2										1	1	2	2	2	2	2	1	1	2	1		2	2		2	1	225000	225000	225000	0	50099641	319.291483774628
5009965	1	1	591	1	1	1			1				2	1	1	1	2	1	2										1	1	1	2	2	2	2	1	2	6	2		4	2		2	2	363333.333333333	363333.333333333	181666.666666667	0	50099651	451.762177157424
5009966	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1								2	2	2	2	2	2	2	1	1	6	1		4	2		2	4	1310500	1310500	327625	0	50099661	470.269731841867
5009967	1	1	591	1	3	2						1	1	1	1	2	1	1	2										1	1	2	1	2	2	2	1	2	2	1		2	2		2	2	2502833.33333333	2502833.33333333	1251416.66666667	0	50099671	361.240390264143
5009968	1	1	591	1	4	2			1				1	1	1	1	2	1	2										2	1	2	2	2	2	2	1	2	1	1		2	2		2	6	761333.333333333	761333.333333333	126888.888888889	0	50099681	314.525987640794
5009968	2	1	591	2	1	1			1				2	1	1	1	2	1	2										2	1	2	2	2	2	2	1	2	1	2		4	2		2	1	680000	680000	680000	0	50099682	314.525987640794
5009969	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	2	1	2	2	2	10		6	1		2	2		1	1	283333.333333333	283333.333333333	283333.333333333	0	50099691	319.291483774628
5009970	1	1	591	1	5	5						1	2	2	1	1	1	1	2										1	1	1	1	1	1	1	5		1	1		4	1	6	2	9	418333.333333333	418333.333333333	46481.4814814815	0	50099701	315.26435241517
5009971	1	1	591	1	2	1			1				2	2	2	1	2	1	2										1	1	2	2	1	2	2	5		6	1		6	2		2	4	871833.333333333	871833.333333333	217958.333333333	0	50099711	193.471075419687
5009971	2	1	591	2	1	1			1				2	2	2	1	2	1	2										1	2	2	2	2	2	2	5		6	1		4	2		2	4	756000	756000	189000	0	50099712	193.471075419687
5009972	1	1	591	1	2	1			1				2	2	1	1	1	1	2										2	1	1	2	1	2	2	1	2	2	1		4	2		2	1	271666.666666667	271666.666666667	271666.666666667	0	50099721	359.172451730274
5009973	1	1	591	1	1	1			1				2	2	2	1	2	1	2										2	1	2	2	1	2	2	1	2	1	1		6	2		2	2	425000	425000	212500	0	50099731	432.810606460213
5009974	1	1	591	1	2	1			1	1	1		2	2	2	1	2	1	2										1	1	2	1	1	2	2	5		1	1		4	2		2	2	273000	273000	136500	0	50099741	385.54603760181
5009975	1	1	591	1	3	1		1	1				2	2	1	1	1	1	2										2	2	2	2	1	2	2	5		6	2		4	2		2	3	535166.666666667	535166.666666667	178388.888888889	0	50099751	339.140003244661
5009976	1	1	591	1	3	2					1		2	2	2	1	1	1	2										1	1	2	1	1	1	2	10		6	1		4	2		2	2	1127316.66666667	1127316.66666667	563658.333333333	0	50099761	412.574815422492
5009993	1	1	591	1	4	3				1	1		1	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	2	2	2	2	1	1	1	1		2	2		1	5	2650266.66666667	2650266.66666667	530053.333333333	0	50099931	400.980065908056
5009997	1	1	591	1	3	2				1	1		2	1	1	1	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	1	1		4	2		1	3	2063538.33333333	2063538.33333333	687846.111111111	0	50099971	416.810024004573
5009998	1	1	591	1	4	2						1	2	1	1	1	1	1	2										2	1	1	2	2	2	2	1	1	1	1		4	2		2	2	1175637	1175637	587818.5	0	50099981	336.032921716008
5009999	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		4	2		2	4	1631887	1631887	407971.75	0	50099991	416.086539591666
5010001	1	1	591	1	3	2						1	2	1	2	1	1	1	1		1								1	1	1	2	2	2	2	1	1	1	1		4	2		2	3	1175637	1175637	391879	0	50100011	344.18138856523
5010002	1	1	591	1	3	2						1	2	2	1	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	1		4	2		2	4	1201887	1201887	300471.75	0	50100021	520.630119531818
5010003	1	1	591	1	2	2			1				2	1	1	1	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	1	1		4	2		2	4	1820905	1820905	455226.25	0	50100031	434.631524443857
5010004	1	1	591	1	8	3			1	1	1		2	2	1	4	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	1	1		4	2		2	3	19910616.6666667	18666666.6666667	9333333.33333333	1243950	50100041	277.349049446599
5010005	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		4	1	1	2	3	1989166.66666667	1989166.66666667	663055.555555556	0	50100051	390.952914647469
5010006	1	1	591	1	2	1				1	1		2	2	1	1	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	1	1		4	2		2	1	1370000	1370000	1370000	0	50100061	363.149087455379
5010007	1	1	591	1	5	4			1	1	1		2	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	2	2	2	2	1	1	6	1		4	2		2	4	787605	787605	196901.25	0	50100071	365.073649859854
5010009	1	1	591	1	8	2			1				2	1	1	2	1	1	1		1	1	1	1	1	1			1	1	1	1	2	2	2	1	1	6	1		4	2		1	2	2583333.33333333	2583333.33333333	1291666.66666667	0	50100091	233.652494123896
5010010	1	1	591	1	7	1			1	1	1		2	1	1	2	1	1	1		1	1	1	1	1				1	1	1	1	1	1	2	1	1	2	1		4	2		1	1	3420833.33333333	3420833.33333333	3420833.33333333	0	50100101	245.158405936639
5010011	1	1	591	1	5	3						1	2	1	1	2	1	1	2										1	1	1	2	1	1	1	1	1	2	1		4	1	1	1	4	12209333.3333333	12209333.3333333	3052333.33333333	0	50100111	267.429145570636
5010012	1	1	591	1	9	7			1				2	1	1	3	1	1	1		1	1	1	1	1	1			1	1	1	1	1	2	2	1	1	2	1		4	2		1	7	5235666.66666667	5235666.66666667	747952.380952381	0	50100121	163.044152455587
5010013	1	1	591	1	2	1						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		4	2		1	3	2687750	2687750	895916.666666667	0	50100131	389.530752185605
5010014	1	1	591	1	5	3						1	2	1	1	1	1	1	1		1		1						1	1	2	2	2	2	2	1	1	1	1		4	2		2	3	2765833.33333333	2765833.33333333	921944.444444444	0	50100141	489.828726801988
5010015	1	1	591	1	6	1						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	1	1		2	2		2	2	337500	337500	168750	0	50100151	242.726534344811
5010016	1	1	591	1	4	3						1	2	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	1	2	1	1	1	1		4	2		2	3	75000	75000	25000	0	50100161	575.718864207643
5010017	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	2	1	1	1	4	1		2	2		1	2	490000	490000	245000	0	50100171	345.333835086264
5010018	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1		1						2	1	2	2	2	2	2	1	1	2	1		4	2		2	3	205000	205000	68333.3333333333	0	50100181	328.328321546348
5010019	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1	1	1	1			1		1	1	1	1	1	2	2	1	1	2	1		4	2		2	4	1750033.33333333	1750033.33333333	437508.333333333	0	50100191	433.371180752576
5010020	1	1	591	1	4	1						1	2	1	1	1	1	1	1		1		1						1	2	2	2	2	2	2	1	1	2	1		4	2		2	1	0	0	0	0	50100201	464.946649367633
5010021	1	1	591	1	2	2						1	2	1	1	1	1	1	2										1	2	2	2	2	2	2	1	1	2	1		4	2		2	3	141666.666666667	141666.666666667	47222.2222222222	0	50100211	183.700736435819
5010022	1	1	591	1	4	2						1	2	1	1	1	1	1	1		1	1	1	1	1	1	1		1	1	1	1	2	1	2	1	2	4	1		4	2		2	3	720000	720000	240000	0	50100221	278.778263823381
5010023	1	1	591	1	4	2						1	2	1	1	1	1	1	1		1	1	1						1	1	1	1	1	2	2	1	1	2	1		4	2		1	3	1115200	1115200	371733.333333333	0	50100231	233.195500357486
5010024	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	2	2	2	2	2	2	1	1	1	1		4	2		2	5	2012333.33333333	2012333.33333333	402466.666666667	0	50100241	233.066376878043
5010025	1	1	591	1	5	4						1	2	1	1	2	1	1	1		1	1	1	1					1	1	2	2	2	2	2	1	1	1	1		4	2		2	5	1332500	1332500	266500	0	50100251	229.143211489225
5010026	1	1	591	1	4	2						1	2	1	1	1	1	1	2										1	1	1	1	1	1	2	1	1	1	1		4	2		2	2	825000	825000	412500	0	50100261	180.942604087388
5010027	1	1	591	1	4	2						1	2	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	2	1		4	2		2	3	1320000	1320000	440000	0	50100271	242.230708716272
5010028	1	1	591	1	4	3						1	2	1	1	1	1	1	2										1	1	1	1	2	1	2	1	1	2	1		4	1	6	2	7	12164000	12164000	1737714.28571429	0	50100281	199.716687495268
5010029	1	1	591	1	4	2						1	2	1	1	1	1	1	1		1	1	1	1					1	1	2	1	1	1	2	1	1	2	1		4	2		1	2	1015666.66666667	1015666.66666667	507833.333333333	0	50100291	261.854321274718
5010030	1	1	591	1	4	3						1	2	1	1	1	1	1	2										2	1	2	2	2	2	2	1	1	2	1		4	2		2	5	1085000	1085000	217000	0	50100301	232.933590758752
5010031	1	1	591	1	6	3						1	2	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	4	1		4	2		2	4	1852500	1852500	463125	0	50100311	213.186954121937
5010032	1	1	591	1	4	2						1	2	1	1	1	1	1	2										2	1	2	2	2	2	2	1	1	2	1		4	2		2	4	1131500	1131500	282875	0	50100321	184.207761267323
5010033	1	1	591	1	3	1						1	2	1	1	1	1	1	2										2	1	1	1	2	1	2	1	1	2	1		4	2		2	1	890000	890000	890000	0	50100331	278.655239745011
5010035	1	1	591	1	3	2						1	2	2	1	1	1	4	1		1	1	1	1					1	1	2	2	2	1	2	2	1	2	1		4	2		2	4	684333.333333333	684333.333333333	171083.333333333	0	50100351	269.678493724874
5010036	1	1	591	1	4	1						1	2	2	1	1	1	6	1		1	1	1	1	1	1	1		1	1	1	2	2	2	2	2	1	2	1		4	2		1	2	10600000	10600000	5300000	0	50100361	208.202803277899
5010037	1	1	591	1	5	3						1	2	2	1	1	1	4	1		1	1	1	1					1	1	2	2	2	2	2	2	1	2	1		4	2		2	6	16400000	16400000	2733333.33333333	0	50100371	248.30709662177
5010038	1	1	591	1	7	2						1	2	2	1	3	1	4	1			1		1					1	1	1	1	1	2	2	2	1	2	1		4	1	1	2	3	2833333.33333333	2833333.33333333	944444.444444444	0	50100381	171.842833988881
5010039	1	1	591	1	4	2						1	2	2	1	1	1	4	2										2	1	2	2	2	2	2	2	1	2	1		4	2		2	3	1575250	1575250	525083.333333333	0	50100391	242.230708716272
5010040	1	1	591	1	3	2						1	2	2	1	1	1	4	2										1	1	1	2	2	2	2	2	2	1	1		6	2		2	4	70000	70000	17500	0	50100401	168.570644483904
5010041	1	1	591	1	3	1						1	2	2	1	1	1	4	1		1	1	1	1					2	1	1	2	2	2	2	2	1	2	1		4	2		2	2	450000	450000	225000	0	50100411	197.67896081796
5010042	1	1	591	1	4	3						1	2	3	1	1	1	4	2										1	1	2	2	2	2	2	2	1	2	1		4	2		1	4	1343333.33333333	1343333.33333333	335833.333333333	0	50100421	249.482361671234
5010043	1	1	591	1	5	1						1	2	2	1	1	1	6	1		1	1	1	1	1	1	1		1	1	1	2	2	2	1	2	2	2	1		4	2		1	1	1350000	1350000	1350000	0	50100431	225.003721748192
5010044	1	1	591	1	3	2						1	2	5	1	1	1	4	1		1	1	1	1					1	1	1	1	1	2	2	2	1	2	1		4	2		1	4	1525000	1525000	381250	0	50100441	249.734509229046
5010045	1	1	591	1	3	2						1	2	2	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	1	2	1	2	2	1	1		4	2		2	5	689500	689500	137900	0	50100451	213.122392382215
5010046	1	1	591	1	3	2						1	2	2	1	1	1	4	2										2	1	2	2	2	2	2	2	1	2	1		4	2		2	4	20813500	20813500	5203375	0	50100461	278.71370208366
5010047	1	1	591	1	5	2						1	2	3	1	1	1	4	1		1	1	1	1					1	1	1	1	1	2	2	2	1	2	1		4	1	6	2	3	1035000	1035000	345000	0	50100471	208.138241538177
5010048	1	1	591	1	5	4						1	2	2	1	1	1	4	1		1	1	1	1					2	1	1	2	2	2	2	6		2	1		4	1	6	2	9	1308666.66666667	1308666.66666667	145407.407407407	0	50100481	293.527617890044
5010049	1	1	591	1	3	1						1	2	3	1	1	1	4	2										1	2	2	2	2	2	2	2	1	2	1		4	2		2	1	400000	400000	400000	0	50100491	225.003721748192
5010050	1	1	591	1	3	2						1	2	3	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	2	2	2	6		2	1		4	1	6	2	7	1340000	1340000	191428.571428571	0	50100501	281.582462223902
5010051	1	1	591	1	3	2						1	2	2	1	1	1	4	2										2	2	2	2	2	2	2	6		2	1		4	2		2	5	1035000	1035000	207000	0	50100511	286.217502596434
5010052	1	1	591	1	2	1						1	2	2	1	1	1	4	1		1	1	1	1					2	1	1	2	2	2	2	6		2	1		4	1	6	2	1	284166.666666667	284166.666666667	284166.666666667	0	50100521	225.003721748192
5010053	1	1	591	1	4	2						1	2	2	1	1	1	4	1		1	1	1	1					2	1	1	2	2	2	2	6		2	1		4	1	6	2	3	716666.666666667	716666.666666667	238888.888888889	0	50100531	252.75455117621
5010054	1	1	591	1	3	2						1	2	3	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	2	2	2	6		2	1		6	2		2	5	1180000	1180000	236000	0	50100541	260.946329785504
5010055	1	1	591	1	3	1						1	2	3	1	1	1	4	2										2	1	2	2	2	2	2	6		2	1		4	2		1	2	147216.666666667	147216.666666667	73608.3333333333	0	50100551	208.202803277899
5010056	1	1	591	1	4	2						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	1	1	1	2	6		2	1		4	1	6	2	5	1190833.33333333	1190833.33333333	238166.666666667	0	50100561	315.196695451048
5010057	1	1	591	1	3	2						1	2	2	1	1	1	4	2										2	1	2	2	2	2	2	6		2	1		4	2		2	11	1572500	1572500	142954.545454545	0	50100571	117.05174592335
5010058	1	1	591	1	3	1						1	2	2	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	2	2	2	6		2	1		4	2		2	1	2954166.66666667	2954166.66666667	2954166.66666667	0	50100581	278.655239745011
5010059	1	1	591	1	3	2						1	2	2	1	1	1	1	2										1	1	1	2	2	2	2	6		2	1		4	2		2	3	6196833.33333333	6196833.33333333	2065611.11111111	0	50100591	213.251515861658
5010060	1	1	591	1	5	3						1	2	2	1	1	1	1	2										1	1	1	2	2	1	2	6		2	1		4	2		2	4	1945000	1945000	486250	0	50100601	323.330011721693
5010061	1	1	591	1	4	3						1	2	2	1	1	1	1	1		1		1	1					1	1	2	2	2	2	2	6		2	1		4	2		1	5	1826000	1826000	365200	0	50100611	213.122392382215
5010062	1	1	591	1	6	2						1	2	2	1	2	2	1	1		1		1						1	1	2	2	2	2	2	6		2	1		4	2		1	2	940000	940000	470000	0	50100621	242.295270455993
5010063	1	1	591	1	2	1					1		2	2	1	1	1	1	1		1	1	1	1	1	1			1	1	1	2	2	2	2	6		2	1		4	2		2	3	7163250	7163250	2387750	0	50100631	286.094478518064
5010064	1	1	591	1	3	2		1			1		2	2	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	2	1	6		2	1		4	2		1	3	820000	820000	273333.333333333	0	50100641	252.75455117621
5010065	1	1	591	1	1	1						1	2	2	2	1	2	1	2										1	1	1	2	2	2	2	6		2	1		4	2		2	4	857500	857500	214375	0	50100651	294.73452119067
5010066	1	1	591	1	7	5						1	2	2	1	1	1	4	1		1	1	1						1	1	2	2	2	2	2	6		2	1		4	2		1	8	4479416.66666667	4479416.66666667	559927.083333333	0	50100661	192.323514774306
5010068	1	1	591	1	4	2			1	1	1		2	2	1	1	1	4	2										1	1	1	2	1	1	1	2	1	1	1		4	2		2	4	561000	561000	140250	0	50100681	204.151745763151
5010069	1	1	591	1	3	1						1	2	2	1	1	1	4	2										1	1	2	1	2	2	2	2	1	2	1		4	1	1	2	1	454166.666666667	454166.666666667	454166.666666667	0	50100691	225.003721748192
5010070	1	1	591	1	5	2						1	2	2	1	1	1	4	2										1	1	2	2	2	2	2	2	1	2	1		4	2		2	2	1700000	1700000	850000	0	50100701	269.555469646504
5010071	1	1	591	1	7	1						1	2	2	1	2	1	1	1		1	1	1	1					1	1	1	1	2	1	2	2	1	2	1		4	2		2	1	466666.666666667	466666.666666667	466666.666666667	0	50100711	225.003721748192
5010072	1	1	591	1	3	3						1	2	3	1	1	1	4	1		1	1	1	1	1	1			1	1	2	2	2	2	2	2	1	4	1		4	2		2	4	463666.666666667	463666.666666667	115916.666666667	0	50100721	249.734509229046
5010073	1	1	591	1	4	2						1	2	2	1	1	1	1	1		1	1	1						1	2	1	2	2	2	2	6		2	1		4	2		1	3	848333.333333333	848333.333333333	282777.777777778	0	50100731	213.251515861658
5010074	1	1	591	1	3	1						1	2	2	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	2	2	1	2	1	2	1		4	2		2	1	380000	380000	380000	0	50100741	278.655239745011
5010075	1	1	591	1	4	2				1	1		2	2	1	1	1	1	1		1	1	1	1					1	1	1	2	1	2	2	6		2	1		4	2		2	5	1214000	1214000	242800	0	50100751	152.154659690713
5010076	1	1	591	1	1	1						1	2	6				1	2										2	1	1	2	2	2	2	10		2	2		4	2		2	3	60000	60000	20000	0	50100761	265.567742517965
5010077	1	1	591	1	3	2						1	2	3	1	1	1	4	1		1	1	1						2	1	2	2	2	2	2	2	1	2	1		4	2		1	4	1068333.33333333	1068333.33333333	267083.333333333	0	50100771	159.535436125118
5010078	1	1	591	1	6	2						1	2	2	1	2	1	5	1		1	1	1	1	1	1			2	1	1	1	1	1	1	2	1	2	1		4	2		2	2	767200	767200	383600	0	50100781	242.295270455993
5010079	1	1	591	1	4	3						1	2	3	1	1	1	1	1		1	1	1	1					2	1	1	2	2	2	2	6		2	1		4	2		2	6	1392500	1392500	232083.333333333	0	50100791	220.62619289499
5010080	1	1	591	1	3	2						1	2	3	1	1	1	4	2										1	2	2	2	2	2	2	6		2	1		4	2		2	3	880000	880000	293333.333333333	0	50100801	252.75455117621
5010081	1	1	591	1	5	2						1	2	3	1	2	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	1	2	1		4	2		2	4	472500	472500	118125	0	50100811	229.207773228947
5010082	1	1	591	1	4	3						1	2	2	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	2	2	2	6		2	1		4	2		2	5	1542000	1542000	308400	0	50100821	229.143211489225
5010083	1	1	591	1	3	2						1	2	2	1	1	2	1	1		1	1	1	1					1	1	1	2	2	2	2	6		2	3		4	2		2	4	1410000	1410000	352500	0	50100831	315.261257190769
